source,target,year
"42 • SONS, HEROES, AND PROPHETS: EXPRESSIONS OF",Ashley E. Moreshead,2018
"42 • SONS, HEROES, AND PROPHETS: EXPRESSIONS OF",Max Matherne,2018
"42 • SONS, HEROES, AND PROPHETS: EXPRESSIONS OF",Bret Carroll,2018
43 • BLACK BONDAGE AND ANTI-SLAVERY POLITICS IN,Rusty Bouseman,2018
43 • BLACK BONDAGE AND ANTI-SLAVERY POLITICS IN,Appalachian West,2018
43 • BLACK BONDAGE AND ANTI-SLAVERY POLITICS IN,Lucien Holness,2018
43 • BLACK BONDAGE AND ANTI-SLAVERY POLITICS IN,Eugene Van Sickle,2018
43 • BLACK BONDAGE AND ANTI-SLAVERY POLITICS IN,Last Wills,2018
43 • BLACK BONDAGE AND ANTI-SLAVERY POLITICS IN,Cory James Young,2018
43 • BLACK BONDAGE AND ANTI-SLAVERY POLITICS IN,Rusty Bouseman,2018
"44 • WHITHER THE EARLY REPUBLIC,",John L. Larson,2018
"44 • WHITHER THE EARLY REPUBLIC,",Laurel Clark Shire,2018
"44 • WHITHER THE EARLY REPUBLIC,",Michael Blaakman,2018
"44 • WHITHER THE EARLY REPUBLIC,",Christopher James Bonner,2018
"44 • WHITHER THE EARLY REPUBLIC,",Michael Hattem,2018
"44 • WHITHER THE EARLY REPUBLIC,",Michael Morrison,2018
45 • PRESIDENTIAL ADDRESS,Annette Gordon Reed,2018
45 • PRESIDENTIAL ADDRESS,Craig Thompson Friend,2018
"46 • FAMILY, LABOR, AND CAPITALISM",Scott Sandage,2018
"46 • FAMILY, LABOR, AND CAPITALISM",Sarah Winsberg,2018
"46 • FAMILY, LABOR, AND CAPITALISM",Elizabeth Eubanks,2018
"46 • FAMILY, LABOR, AND CAPITALISM",Jeremy Zallen,2018
"47 • ANTEBELLUM AILMENTS: MENTAL ILLNESS,",Dea H. Boster,2018
"47 • ANTEBELLUM AILMENTS: MENTAL ILLNESS,",Erin Bartram,2018
"47 • ANTEBELLUM AILMENTS: MENTAL ILLNESS,",Rabia S. Belt,2018
"47 • ANTEBELLUM AILMENTS: MENTAL ILLNESS,",Georgia State Lunatic,2018
"47 • ANTEBELLUM AILMENTS: MENTAL ILLNESS,",Leah Richier,2018
"47 • ANTEBELLUM AILMENTS: MENTAL ILLNESS,",Gregory D. Wiker,2018
"47 • ANTEBELLUM AILMENTS: MENTAL ILLNESS,",Jeffrey A. Mullins,2018
"47 • ANTEBELLUM AILMENTS: MENTAL ILLNESS,",Rebecca Noel,2018
"48 • RESISTANCE, BORDERS, AND THE POLITICS OF",Jennifer Stinson,2018
"48 • RESISTANCE, BORDERS, AND THE POLITICS OF",Tamika Y. Nunley,2018
"48 • RESISTANCE, BORDERS, AND THE POLITICS OF",Lyman Trumball,2018
"48 • RESISTANCE, BORDERS, AND THE POLITICS OF",Adam Rowe,2018
"48 • RESISTANCE, BORDERS, AND THE POLITICS OF",Christy Clark-Pujara,2018
49 • RELIGION AND THE STATE: THE COMPLEX ROLES OF,Katherine D. Moran,2018
49 • RELIGION AND THE STATE: THE COMPLEX ROLES OF,Danae Jacobson,2018
49 • RELIGION AND THE STATE: THE COMPLEX ROLES OF,James Dupey,2018
49 • RELIGION AND THE STATE: THE COMPLEX ROLES OF,Jeffrey Mahas,2018
49 • RELIGION AND THE STATE: THE COMPLEX ROLES OF,Katherine D. Moran,2018
49 • RELIGION AND THE STATE: THE COMPLEX ROLES OF,Rebecca Noel,2018
49 • RELIGION AND THE STATE: THE COMPLEX ROLES OF,G. Ugo Nwokeji,2018
49 • RELIGION AND THE STATE: THE COMPLEX ROLES OF,Rebecca Shumway,2018
49 • RELIGION AND THE STATE: THE COMPLEX ROLES OF,Jason Young,2018
49 • RELIGION AND THE STATE: THE COMPLEX ROLES OF,Bronwen Everill,2018
5 • REMAPPING THE BOUNDARIES OF INDIGENEITY,C. Joseph Genetin-Pilawa,2018
5 • REMAPPING THE BOUNDARIES OF INDIGENEITY,Mohawk Territory,2018
5 • REMAPPING THE BOUNDARIES OF INDIGENEITY,Loren Michael Mortimer,2018
5 • REMAPPING THE BOUNDARIES OF INDIGENEITY,Gloria Bell,2018
5 • REMAPPING THE BOUNDARIES OF INDIGENEITY,David Nichols,2018
51 • THE MARGINS OF AMERICA,Kenneth Owen,2018
51 • THE MARGINS OF AMERICA,Benjamin E. Park,2018
51 • THE MARGINS OF AMERICA,Jacqueline Beatty,2018
51 • THE MARGINS OF AMERICA,Jordan T. Watkins,2018
51 • THE MARGINS OF AMERICA,Carrie Hyde,2018
52 • FINANCIAL OPPORTUNITY AND ADVERSITY IN THE,Matthew Schoenbachler,2018
52 • FINANCIAL OPPORTUNITY AND ADVERSITY IN THE,Robert Richard,2018
52 • FINANCIAL OPPORTUNITY AND ADVERSITY IN THE,Antebellum Charleston,2018
52 • FINANCIAL OPPORTUNITY AND ADVERSITY IN THE,Kelly Kean Sharp,2018
52 • FINANCIAL OPPORTUNITY AND ADVERSITY IN THE,Sharon Ann Murphy,2018
52 • FINANCIAL OPPORTUNITY AND ADVERSITY IN THE,Brian Schoen,2018
53 • RETIREMENT IN THE YOUNG REPUBLIC: OLD AGE IN,Corinne Field,2018
53 • RETIREMENT IN THE YOUNG REPUBLIC: OLD AGE IN,Rebecca Brannon,2018
53 • RETIREMENT IN THE YOUNG REPUBLIC: OLD AGE IN,Andrea Gray,2018
53 • RETIREMENT IN THE YOUNG REPUBLIC: OLD AGE IN,Daniel Livesay,2018
53 • RETIREMENT IN THE YOUNG REPUBLIC: OLD AGE IN,Nicholas Syrett,2018
6 • EARLY REPUBLIC ENCOUNTERS IN THE WIDER WORLD,Gary Kornblith,2018
6 • EARLY REPUBLIC ENCOUNTERS IN THE WIDER WORLD,Konstantin Dierks,2018
6 • EARLY REPUBLIC ENCOUNTERS IN THE WIDER WORLD,Jessica Lepler,2018
6 • EARLY REPUBLIC ENCOUNTERS IN THE WIDER WORLD,Margot Minardi,2018
6 • EARLY REPUBLIC ENCOUNTERS IN THE WIDER WORLD,Michael Zakim,2018
6 • EARLY REPUBLIC ENCOUNTERS IN THE WIDER WORLD,Gary Kornblith,2018
7 • ROUNDTABLE: THE FIRST SEMINOLE WAR AT 200:,Andrew Frank,2018
7 • ROUNDTABLE: THE FIRST SEMINOLE WAR AT 200:,Timothy Fritz,2018
7 • ROUNDTABLE: THE FIRST SEMINOLE WAR AT 200:,Jason Herbert,2018
7 • ROUNDTABLE: THE FIRST SEMINOLE WAR AT 200:,African Americans,2018
7 • ROUNDTABLE: THE FIRST SEMINOLE WAR AT 200:,Nancy Gallman,2018
7 • ROUNDTABLE: THE FIRST SEMINOLE WAR AT 200:,Eliga Gould,2018
7 • ROUNDTABLE: THE FIRST SEMINOLE WAR AT 200:,Action Jackson,2018
7 • ROUNDTABLE: THE FIRST SEMINOLE WAR AT 200:,John Hall,2018
8 • CONSTITUTIONAL INVENTIONS,Mary Sarah Bilder,2018
8 • CONSTITUTIONAL INVENTIONS,Nikolas Bowie,2018
8 • CONSTITUTIONAL INVENTIONS,Jonathan Gienapp,2018
8 • CONSTITUTIONAL INVENTIONS,Maeve Glass,2018
8 • CONSTITUTIONAL INVENTIONS,Jane Manners,2018
8 • CONSTITUTIONAL INVENTIONS,Jud Campbell,2018
"9 • STEAMED UP: SCIENCE, POLITICS, AND POPULAR",Thomas J. Humphrey,2018
"9 • STEAMED UP: SCIENCE, POLITICS, AND POPULAR",Susan Branson,2018
"9 • STEAMED UP: SCIENCE, POLITICS, AND POPULAR",Cynthia A. Kierner,2018
"9 • STEAMED UP: SCIENCE, POLITICS, AND POPULAR",Alicia Maggard,2018
"9 • STEAMED UP: SCIENCE, POLITICS, AND POPULAR",Gregory Nobles,2018
PLENARY,Lorri Glover,2018
PLENARY,Patrick Spero,2018
PLENARY,Ashley Bouknight,2018
PLENARY,Philip Mead,2018
PLENARY,Marla R. Miller,2018
PLENARY,Robert Parker,2018
10 • BODY POLITICS: BEAUTY AND FASHION IN EARLY,Lynne Zacek Bassett,2019
10 • BODY POLITICS: BEAUTY AND FASHION IN EARLY,Rachel E. Walker,2019
10 • BODY POLITICS: BEAUTY AND FASHION IN EARLY,Irving Eran Zelnik,2019
10 • BODY POLITICS: BEAUTY AND FASHION IN EARLY,Mary Cathryn Cain,2019
11 • ROUNDTABLE: THE SCHOLARSHIP OF JAN LEWIS,Diane Miller Sommerville,2019
11 • ROUNDTABLE: THE SCHOLARSHIP OF JAN LEWIS,Carolyn Eastman,2019
11 • ROUNDTABLE: THE SCHOLARSHIP OF JAN LEWIS,Peter Onuf,2019
11 • ROUNDTABLE: THE SCHOLARSHIP OF JAN LEWIS,Nicole Eustace,2019
11 • ROUNDTABLE: THE SCHOLARSHIP OF JAN LEWIS,Diane Miller Sommerville,2019
"12 • AFTER THE FIRE: DISASTER RELIEF, REFORM,",Benjamin L. Carp,2019
"12 • AFTER THE FIRE: DISASTER RELIEF, REFORM,",New Hampshire,2019
"12 • AFTER THE FIRE: DISASTER RELIEF, REFORM,",Cynthia A. Kierner,2019
"12 • AFTER THE FIRE: DISASTER RELIEF, REFORM,",Jewel L. Spangler,2019
"12 • AFTER THE FIRE: DISASTER RELIEF, REFORM,",Official Liability,2019
"12 • AFTER THE FIRE: DISASTER RELIEF, REFORM,",Jane Manners,2019
"12 • AFTER THE FIRE: DISASTER RELIEF, REFORM,",Benjamin L. Carp,2019
13 • ROUNDTABLE: GOING PUBLIC ,Honor Sachs,2019
13 • ROUNDTABLE: GOING PUBLIC ,Kendra T. Field,2019
13 • ROUNDTABLE: GOING PUBLIC ,Jim Downs,2019
13 • ROUNDTABLE: GOING PUBLIC ,Nicole Hemmer,2019
13 • ROUNDTABLE: GOING PUBLIC ,Brandon Proia,2019
14 • TRANSLATING THE FRENCH REVOLUTION AND,G,2019
14 • TRANSLATING THE FRENCH REVOLUTION AND,Audrey Mallet,2019
14 • TRANSLATING THE FRENCH REVOLUTION AND,Carine Lounissi,2019
14 • TRANSLATING THE FRENCH REVOLUTION AND,Francesca Genesio,2019
14 • TRANSLATING THE FRENCH REVOLUTION AND,Emilie Mitran,2019
14 • TRANSLATING THE FRENCH REVOLUTION AND,Linda Garbaye,2019
15 • DIFFERENT DRUMMERS: IMPROVISING SINGULAR,Katherine Grandjean,2019
15 • DIFFERENT DRUMMERS: IMPROVISING SINGULAR,Seth Perry,2019
15 • DIFFERENT DRUMMERS: IMPROVISING SINGULAR,Steven C. Bullock,2019
15 • DIFFERENT DRUMMERS: IMPROVISING SINGULAR,Jennifer L. Brady,2019
15 • DIFFERENT DRUMMERS: IMPROVISING SINGULAR,Katherine Grandjean,2019
16 • ARISTOCRACY IN AMERICA: OLD WORLD ORIGINS,Daniel Kilbride,2019
16 • ARISTOCRACY IN AMERICA: OLD WORLD ORIGINS,American Parlors,2019
16 • ARISTOCRACY IN AMERICA: OLD WORLD ORIGINS,Nicole Mahoney,2019
16 • ARISTOCRACY IN AMERICA: OLD WORLD ORIGINS,Max Matherne,2019
16 • ARISTOCRACY IN AMERICA: OLD WORLD ORIGINS,Armin Mattes,2019
16 • ARISTOCRACY IN AMERICA: OLD WORLD ORIGINS,Daniel Kilbride,2019
17 • REVISITING SLAVERY AS AN INSTITUTION:,Rashauna Johnson,2019
17 • REVISITING SLAVERY AS AN INSTITUTION:,Ryan A. Quintana,2019
17 • REVISITING SLAVERY AS AN INSTITUTION:,Ann Daly,2019
17 • REVISITING SLAVERY AS AN INSTITUTION:,Sean Gallagher,2019
17 • REVISITING SLAVERY AS AN INSTITUTION:,Rashauna Johnson,2019
18 • ROUNDTABLE: JOANNE FREEMAN'S THE FIELD OF,Todd Estes,2019
18 • ROUNDTABLE: JOANNE FREEMAN'S THE FIELD OF,David Silkenat,2019
18 • ROUNDTABLE: JOANNE FREEMAN'S THE FIELD OF,Amy Greenberg,2019
18 • ROUNDTABLE: JOANNE FREEMAN'S THE FIELD OF,Jonathan Earle,2019
18 • ROUNDTABLE: JOANNE FREEMAN'S THE FIELD OF,Joanne Freeman,2019
19 • ROUNDTABLE: TEACHING MAJOR TOPICS TO NONHISTORY STUDENTS,John L. Larson,2019
19 • ROUNDTABLE: TEACHING MAJOR TOPICS TO NONHISTORY STUDENTS,Anne Twitty,2019
19 • ROUNDTABLE: TEACHING MAJOR TOPICS TO NONHISTORY STUDENTS,Craig Hollander,2019
19 • ROUNDTABLE: TEACHING MAJOR TOPICS TO NONHISTORY STUDENTS,Steven Carl Smith,2019
19 • ROUNDTABLE: TEACHING MAJOR TOPICS TO NONHISTORY STUDENTS,Jennifer Muenz,2019
"2 • ROUNDTABLE: VISUALIZING DEMOCRACY - VOTING,",Jeffrey Pasley,2019
"2 • ROUNDTABLE: VISUALIZING DEMOCRACY - VOTING,",Andrew Robertson,2019
"2 • ROUNDTABLE: VISUALIZING DEMOCRACY - VOTING,",Philip Lampi,2019
"2 • ROUNDTABLE: VISUALIZING DEMOCRACY - VOTING,",Greta Swain,2019
"2 • ROUNDTABLE: VISUALIZING DEMOCRACY - VOTING,",Jordan Bratt,2019
20 • RETHINKING STATE POWER THROUGH INDIVIDUALS,Eliga Gould,2019
20 • RETHINKING STATE POWER THROUGH INDIVIDUALS,Tyson F. Reeder,2019
20 • RETHINKING STATE POWER THROUGH INDIVIDUALS,Lindsay Schakenbach Regele,2019
20 • RETHINKING STATE POWER THROUGH INDIVIDUALS,Franklin Sammons,2019
20 • RETHINKING STATE POWER THROUGH INDIVIDUALS,Thomas Balcerski,2019
20 • RETHINKING STATE POWER THROUGH INDIVIDUALS,Eliga Gould,2019
"21 • BREASTS, BELLIES, AND BARE LEGS: THE",Kelsey Brow,2019
"21 • BREASTS, BELLIES, AND BARE LEGS: THE",Elizabeth White Nelson,2019
"21 • BREASTS, BELLIES, AND BARE LEGS: THE",American Vegetarianism,2019
"21 • BREASTS, BELLIES, AND BARE LEGS: THE",Kathryn R. Falvo,2019
"21 • BREASTS, BELLIES, AND BARE LEGS: THE",Good Food,2019
"21 • BREASTS, BELLIES, AND BARE LEGS: THE",Rachel Hope Cleves,2019
"21 • BREASTS, BELLIES, AND BARE LEGS: THE",Bonnie M. Miller,2019
22 • PUBLIC HISTORY: BEYOND UNIVERSITIES STUDYING,Nora Murphy,2019
22 • PUBLIC HISTORY: BEYOND UNIVERSITIES STUDYING,Miya Carey,2019
22 • PUBLIC HISTORY: BEYOND UNIVERSITIES STUDYING,Kerri Greenidge,2019
22 • PUBLIC HISTORY: BEYOND UNIVERSITIES STUDYING,Student Research,2019
22 • PUBLIC HISTORY: BEYOND UNIVERSITIES STUDYING,Angelis Hopkins,2019
22 • PUBLIC HISTORY: BEYOND UNIVERSITIES STUDYING,Nora Murphy,2019
23 • NAVIGATING CITIZENSHIP: ACCESSIBILITY IN EARLY,Brian DeLay,2019
23 • NAVIGATING CITIZENSHIP: ACCESSIBILITY IN EARLY,Nicole Belolan,2019
23 • NAVIGATING CITIZENSHIP: ACCESSIBILITY IN EARLY,Medical World,2019
23 • NAVIGATING CITIZENSHIP: ACCESSIBILITY IN EARLY,Nicole Schroeder,2019
23 • NAVIGATING CITIZENSHIP: ACCESSIBILITY IN EARLY,Erin M. Holmes,2019
23 • NAVIGATING CITIZENSHIP: ACCESSIBILITY IN EARLY,Ben Irvin,2019
24 • ROUNDTABLE: EARLY AMERICA ON THE OPINION,Jill Lepore,2019
24 • ROUNDTABLE: EARLY AMERICA ON THE OPINION,Yoni Appelbaum,2019
24 • ROUNDTABLE: EARLY AMERICA ON THE OPINION,Erica Armstrong Dunbar,2019
24 • ROUNDTABLE: EARLY AMERICA ON THE OPINION,John Fea,2019
24 • ROUNDTABLE: EARLY AMERICA ON THE OPINION,Gautham Rao,2019
"25 • MERCHANTS, COMMERCE, AND CONFLICTED",Joseph P. Slaughter,2019
"25 • MERCHANTS, COMMERCE, AND CONFLICTED",Revolutionary North Carolina,2019
"25 • MERCHANTS, COMMERCE, AND CONFLICTED",Kimberly Sherman,2019
"25 • MERCHANTS, COMMERCE, AND CONFLICTED",Megan R. Brett,2019
"25 • MERCHANTS, COMMERCE, AND CONFLICTED",Lisa A. Francavilla,2019
"25 • MERCHANTS, COMMERCE, AND CONFLICTED",Natalie Zacek,2019
"25 • MERCHANTS, COMMERCE, AND CONFLICTED",Will B. Mackintosh,2019
26 • ROUNDTABLE: NEW DIRECTIONS OF MILITARY,Mark Edward Lender,2019
26 • ROUNDTABLE: NEW DIRECTIONS OF MILITARY,Lindsay M. Chervinsky,2019
26 • ROUNDTABLE: NEW DIRECTIONS OF MILITARY,Lauren Duval,2019
26 • ROUNDTABLE: NEW DIRECTIONS OF MILITARY,Rachel Engl,2019
26 • ROUNDTABLE: NEW DIRECTIONS OF MILITARY,Ricardo A. Herrera,2019
26 • ROUNDTABLE: NEW DIRECTIONS OF MILITARY,Dana Stefanelli,2019
26 • ROUNDTABLE: NEW DIRECTIONS OF MILITARY,Mark Edward Lender,2019
27 • RETHINKING THE LAW OF ABOLITION: SLAVERY AND,Brian Schoen,2019
27 • RETHINKING THE LAW OF ABOLITION: SLAVERY AND,Scott Heerman,2019
27 • RETHINKING THE LAW OF ABOLITION: SLAVERY AND,North American Quiet,2019
27 • RETHINKING THE LAW OF ABOLITION: SLAVERY AND,Matthew Mason,2019
27 • RETHINKING THE LAW OF ABOLITION: SLAVERY AND,Christa Dierksheide,2019
"28 • PRISONERS, POLICING, AND PROFIT: RACE AND",Rachel Weil,2019
"28 • PRISONERS, POLICING, AND PROFIT: RACE AND",Virginia State Penitentiary,2019
"28 • PRISONERS, POLICING, AND PROFIT: RACE AND",Alexi Garrett,2019
"28 • PRISONERS, POLICING, AND PROFIT: RACE AND",Gregory Wiker,2019
"28 • PRISONERS, POLICING, AND PROFIT: RACE AND",New York City,2019
"28 • PRISONERS, POLICING, AND PROFIT: RACE AND",Michael Haggerty,2019
"28 • PRISONERS, POLICING, AND PROFIT: RACE AND",Adam Malka,2019
"28 • PRISONERS, POLICING, AND PROFIT: RACE AND",Heather Schoenfeld,2019
29 • POWER AND RIGHTS IN THE EARLY REPUBLIC,Richard Brown,2019
29 • POWER AND RIGHTS IN THE EARLY REPUBLIC,Gabriel Loiacono,2019
29 • POWER AND RIGHTS IN THE EARLY REPUBLIC,Shira Lurie,2019
29 • POWER AND RIGHTS IN THE EARLY REPUBLIC,Daniel Mandell,2019
29 • POWER AND RIGHTS IN THE EARLY REPUBLIC,Kyle Volk,2019
3 • NEGOTIATING RACE IN ANTEBELLUM ERA,John Bell,2019
3 • NEGOTIATING RACE IN ANTEBELLUM ERA,Ashley Rose Young,2019
3 • NEGOTIATING RACE IN ANTEBELLUM ERA,Erika Gibson,2019
3 • NEGOTIATING RACE IN ANTEBELLUM ERA,Kelly Sharp,2019
3 • NEGOTIATING RACE IN ANTEBELLUM ERA,Taylor Haberle,2019
3 • NEGOTIATING RACE IN ANTEBELLUM ERA,Carla Cevasco,2019
30 • NATIVE AMERICAN STRATEGIES,Nancy Shoemaker,2019
30 • NATIVE AMERICAN STRATEGIES,John Ryan Fischer,2019
30 • NATIVE AMERICAN STRATEGIES,Jameson R. Sweet,2019
30 • NATIVE AMERICAN STRATEGIES,Jacob Lee,2019
31 • BAD BICENTENNIAL: A ROUNDTABLE ON THE PANIC,Jessica Lepler,2019
31 • BAD BICENTENNIAL: A ROUNDTABLE ON THE PANIC,Daniel Dupre,2019
31 • BAD BICENTENNIAL: A ROUNDTABLE ON THE PANIC,Sharon Ann Murphy,2019
31 • BAD BICENTENNIAL: A ROUNDTABLE ON THE PANIC,Sarah Winsberg,2019
31 • BAD BICENTENNIAL: A ROUNDTABLE ON THE PANIC,Scott A. Sandage,2019
32 • ROUNDTABLE: THE CULTURE OF CONFEDERATION -,Rosemarie Zagarri,2019
32 • ROUNDTABLE: THE CULTURE OF CONFEDERATION -,Jane Calvert,2019
32 • ROUNDTABLE: THE CULTURE OF CONFEDERATION -,Sara Georgini,2019
32 • ROUNDTABLE: THE CULTURE OF CONFEDERATION -,Robb K. Haberman,2019
32 • ROUNDTABLE: THE CULTURE OF CONFEDERATION -,Terrance Evans Rucker,2019
32 • ROUNDTABLE: THE CULTURE OF CONFEDERATION -,Barbara Oberg,2019
"33 • GENDER, POLITICS, AND THE EARLY REPUBLIC",Catherine E. Kelly,2019
"33 • GENDER, POLITICS, AND THE EARLY REPUBLIC",Catawba Men,2019
"33 • GENDER, POLITICS, AND THE EARLY REPUBLIC",Brooke Bauer,2019
"33 • GENDER, POLITICS, AND THE EARLY REPUBLIC",Heather Kopelson,2019
"34 • LIBERTY, RACE, AND SOCIAL CAPITAL: FREE BLACKS",Brooke Newman,2019
"34 • LIBERTY, RACE, AND SOCIAL CAPITAL: FREE BLACKS",Cassandra Good,2019
"34 • LIBERTY, RACE, AND SOCIAL CAPITAL: FREE BLACKS",Robert Taber,2019
"34 • LIBERTY, RACE, AND SOCIAL CAPITAL: FREE BLACKS",Mia Bay,2019
35 • ROUNDTABLE: THE MANY FACETS OF HARRIET,Mary Kelley,2019
35 • ROUNDTABLE: THE MANY FACETS OF HARRIET,Sari Altschuler,2019
35 • ROUNDTABLE: THE MANY FACETS OF HARRIET,Political Crisis,2019
35 • ROUNDTABLE: THE MANY FACETS OF HARRIET,John Brooke,2019
35 • ROUNDTABLE: THE MANY FACETS OF HARRIET,Nora Slonimsky,2019
35 • ROUNDTABLE: THE MANY FACETS OF HARRIET,Nadine Zimmerli,2019
36 • INEQUALITIES AND INTERSECTIONS IN THE,Stacey Robertson,2019
36 • INEQUALITIES AND INTERSECTIONS IN THE,Labor Reformers,2019
36 • INEQUALITIES AND INTERSECTIONS IN THE,Sean Griffin,2019
36 • INEQUALITIES AND INTERSECTIONS IN THE,Natalie Joy,2019
36 • INEQUALITIES AND INTERSECTIONS IN THE,Evan A. Turiano,2019
36 • INEQUALITIES AND INTERSECTIONS IN THE,Corey M. Brooks,2019
37 • AT THE CROSSROADS OF RELIGIOUS AND POLITICAL,Jonathan Sassi,2019
37 • AT THE CROSSROADS OF RELIGIOUS AND POLITICAL,Matthew Rainbow Hale,2019
37 • AT THE CROSSROADS OF RELIGIOUS AND POLITICAL,Michelle Sizemore,2019
37 • AT THE CROSSROADS OF RELIGIOUS AND POLITICAL,Gretchen Murphy,2019
37 • AT THE CROSSROADS OF RELIGIOUS AND POLITICAL,Kirsten Fischer,2019
37 • AT THE CROSSROADS OF RELIGIOUS AND POLITICAL,Jonathan Sassi,2019
38 • INDIAN REMOVAL: A STATE-OF-THE-FIELD,Christina Snyder,2019
38 • INDIAN REMOVAL: A STATE-OF-THE-FIELD,John P. Bowes,2019
38 • INDIAN REMOVAL: A STATE-OF-THE-FIELD,Emilie Connolly,2019
38 • INDIAN REMOVAL: A STATE-OF-THE-FIELD,Andrew Denson,2019
38 • INDIAN REMOVAL: A STATE-OF-THE-FIELD,John W. Hall,2019
38 • INDIAN REMOVAL: A STATE-OF-THE-FIELD,Theda Perdue,2019
38 • INDIAN REMOVAL: A STATE-OF-THE-FIELD,Julie L. Reed,2019
39 • ROUNDTABLE: MARTHA JONES' BIRTHRIGHT,Andrew Diemer,2019
39 • ROUNDTABLE: MARTHA JONES' BIRTHRIGHT,Samantha Seeley,2019
39 • ROUNDTABLE: MARTHA JONES' BIRTHRIGHT,Elizabeth Stordeur Pryor,2019
39 • ROUNDTABLE: MARTHA JONES' BIRTHRIGHT,Martha Jones,2019
4 • AFRICAN AMERICANS AND THE URBAN NORTH,Kate Masur,2019
4 • AFRICAN AMERICANS AND THE URBAN NORTH,Bryan E. Norwood,2019
4 • AFRICAN AMERICANS AND THE URBAN NORTH,Alexander Manevitz,2019
4 • AFRICAN AMERICANS AND THE URBAN NORTH,Kellie Carter Jackson,2019
4 • AFRICAN AMERICANS AND THE URBAN NORTH,Kate Masur,2019
40 • NEW DIRECTIONS IN ABOLITION STUDIES,Leigh Fought,2019
40 • NEW DIRECTIONS IN ABOLITION STUDIES,Kabria Baumgartner,2019
40 • NEW DIRECTIONS IN ABOLITION STUDIES,Crystal Webster,2019
40 • NEW DIRECTIONS IN ABOLITION STUDIES,Julia Bernier,2019
40 • NEW DIRECTIONS IN ABOLITION STUDIES,Student Activism,2019
40 • NEW DIRECTIONS IN ABOLITION STUDIES,Michael E. Jirik,2019
41 • AFRICAN COLONIZATION AND MIGRATION:,Eric Burin,2019
41 • AFRICAN COLONIZATION AND MIGRATION:,Kevin Hooper,2019
41 • AFRICAN COLONIZATION AND MIGRATION:,Samuel Davis,2019
41 • AFRICAN COLONIZATION AND MIGRATION:,Brooks R. Winfree,2019
41 • AFRICAN COLONIZATION AND MIGRATION:,Beverly C. Tomek,2019
42 • ROUNDTABLE: FACING EAST FROM THE (NOT YET),Craig Thompson Friend,2019
42 • ROUNDTABLE: FACING EAST FROM THE (NOT YET),Stephen Aron,2019
42 • ROUNDTABLE: FACING EAST FROM THE (NOT YET),Anne Farrar Hyde,2019
42 • ROUNDTABLE: FACING EAST FROM THE (NOT YET),Michael Witgen,2019
42 • ROUNDTABLE: FACING EAST FROM THE (NOT YET),Virginia Scharff,2019
43 • ROUNDTABLE: INTEGRATING THE CARIBBEAN INTO,Casey Schmitt,2019
43 • ROUNDTABLE: INTEGRATING THE CARIBBEAN INTO,Anne Eller,2019
43 • ROUNDTABLE: INTEGRATING THE CARIBBEAN INTO,Erica R. Johnson,2019
43 • ROUNDTABLE: INTEGRATING THE CARIBBEAN INTO,Rob Taber,2019
44 • ALTERNATIVE APPROACHES TO EMBODIED POLITICS,Holly M. Kent,2019
44 • ALTERNATIVE APPROACHES TO EMBODIED POLITICS,Michael D. Pierson,2019
44 • ALTERNATIVE APPROACHES TO EMBODIED POLITICS,Joshua A. Lynn,2019
44 • ALTERNATIVE APPROACHES TO EMBODIED POLITICS,Holly M. Kent,2019
45 • A USEFUL REVOLUTION,Seth Cotlar,2019
45 • A USEFUL REVOLUTION,Philip Mead,2019
45 • A USEFUL REVOLUTION,Rob Parkinson,2019
45 • A USEFUL REVOLUTION,Honor Sachs,2019
45 • A USEFUL REVOLUTION,Chernoh Sesay,2019
45 • A USEFUL REVOLUTION,Serena Zabin,2019
46 • PRESIDENTIAL ADDRESS,Douglas Egerton,2019
47 • RADICAL ARTS AND SMARTS: BLACK INTELLECTUAL,Nancy Hewitt,2019
47 • RADICAL ARTS AND SMARTS: BLACK INTELLECTUAL,Aston Gonzalez,2019
47 • RADICAL ARTS AND SMARTS: BLACK INTELLECTUAL,Anna Lawrence,2019
47 • RADICAL ARTS AND SMARTS: BLACK INTELLECTUAL,Johanna Ortner,2019
47 • RADICAL ARTS AND SMARTS: BLACK INTELLECTUAL,Vanessa Holden,2019
47 • RADICAL ARTS AND SMARTS: BLACK INTELLECTUAL,Kyle Bulthuis,2019
48 • RELIGIOUSLY REMEMBERING THE AMERICAN,Kate Cart,2019
48 • RELIGIOUSLY REMEMBERING THE AMERICAN,Tara Strauch,2019
48 • RELIGIOUSLY REMEMBERING THE AMERICAN,Adam Jortner,2019
48 • RELIGIOUSLY REMEMBERING THE AMERICAN,Andrew Schocket,2019
49 • ANTEBELLUM AMERICA IN AN AGE OF ATLANTIC,Ronald Angelo Johnson,2019
49 • ANTEBELLUM AMERICA IN AN AGE OF ATLANTIC,Greek Revolution,2019
49 • ANTEBELLUM AMERICA IN AN AGE OF ATLANTIC,Maureen Connors Santelli,2019
49 • ANTEBELLUM AMERICA IN AN AGE OF ATLANTIC,Brian Neumann,2019
49 • ANTEBELLUM AMERICA IN AN AGE OF ATLANTIC,Bennett Parten,2019
49 • ANTEBELLUM AMERICA IN AN AGE OF ATLANTIC,American Abolition Movement,2019
49 • ANTEBELLUM AMERICA IN AN AGE OF ATLANTIC,Ronald Angelo Johnson,2019
