source,target,year
1997-1. Writing the History of the Early,Laurel Thatcher Ulrich,1997
2015-54 • NINE MONTHS IN PHILADELPHIA: BRITISH,Lauren Duval,2015
"2017-50 • CITIZENS AND SOLDIERS, BETWIXT AND BETWEEN:",Lauren Duval,2017
2019-26 • ROUNDTABLE: NEW DIRECTIONS OF MILITARY,Lauren Duval,2019
"2021-The Republic At 40: The Past, Present, And",Lauren Duval,2021
2022-30: Transatlantic Communication In Narratives Of,Lauren Michalak,2022
1997-1. Financing and Improving,Laurence J. Malone,1997
2015-41 • SLAVERY: A STATE OF THE FIELD ROUNDTABLE,Laurent Dubois,2015
"2006-1. La révolution haïtienne et sa dimension continentale : la diplomatie, la culture, l'idéologie / The Haitian Revolution in a Continental Dimension: Diplomacy, Culture, Ideology",Laurent Dubois,2006
2018-38 • NEW CONNECTIONS IN ANTISLAVERY POLITICS: THE,Lawerence Celani,2018
2009-40. The Legal Framework of the West and Its Operation,Lawrence B. A,2009
"1983-3. The Dynamics of Abolitionism: Chair,",Lawrence B. Goodheart,1983
1988-1. Saving the Republic: Christian Reformism,Lawrence B. Goodheart,1988
1994-Panel 3: The Arts and Religious Life in,Lawrence Buell,1994
1994-Panel 3: The Arts and Religious Life in,Lawrence Buell,1994
1985-1. Virginia Issues in the Early Republic Chair:,Lawrence Cress,1985
1990-24. The War of 1812 in Comparative Perspective: A,Lawrence Cress,1990
"1984-4. Foundations of Social Order in the Early 1800's Business SPEA, Room 2000 Chair:",Lawrence F. Kohl,1984
1988-1. Loosening the Ties that Bind Us: Crisis of,Lawrence F. Kohl,1988
1990-22. The Age of Jackson Revisited,Lawrence F. Kohl,1990
1990-22. The Age of Jackson Revisited,Lawrence F. Kohl,1990
"2009-5. Perfecting the Body Social: The Interplay of Health, Religion,",Lawrence Foster,2009
1990-2. Women in Utopia: Gender and Power in Ante,Lawrence Foster,1990
2001-1. WOMEN'S LIVES IN ANTEBELLUM,Lawrence Foster,2001
1992-15. Whiggery and Reform in the Antebellum South,Lawrence Frederick Kohl,1992
2013-40 • “GONE TO HELL IN A HAND BASKET”: THE SEARCH FOR,Lawrence Hatter,2013
1985-1. Antislavery Historiography: The Last Twenty Years Chair:,Lawrence J. Friedman,1985
1985-1. Antislavery Historiography: The Last Twenty Years Chair:,Lawrence J. Friedman,1985
1990-18. Officership in the Early U.S. Navy,Lawrence J. Friedman,1990
1996-1. Roundtable Discussion: Worlds Apart?,Lawrence J. Friedman,1996
2014-18  FOR GOD AND MAMMON: MISSIONARIES AND,Lawrence Peskin,2014
2016-24 • GOVERNMENTAL INSTITUTIONS AND CIVIC IDEALS,Lawrence Peskin,2016
2021-19: The Extraterritorial Early Republic:,Lawrence Peskin,2021
1996-1. Political Economy & Industrial,Lawrence Peskin,1996
2000-5. CULTIVATING ECONOMIC GROWTH IN THE MID,Lawrence Peskin,2000
1985-1. Jefferson's Foreign Policy Revisited Chair:,Lawrence S. Kaplan,1985
1991-13. The Founding Fathers and the New,Lawrence S. Kaplan,1991
1992-21. The Bard and the Bawd: High Brow/Low Brow in,Lawrence S. Kaplan,1992
1993-20. Roundtable: New Perspectives on the Foreign Relations,Lawrence S. Kaplan,1993
1994-Panel 5: Frontiers of the Union: Ideology and Race,Lawrence S. Kaplan,1994
1994-Panel 5: Frontiers of the Union: Ideology and Race,Lawrence S. Kaplan,1994
1998-1. James Monroe and John Quincy Adams:,Lawrence S. Kaplan,1998
2002-204,Lázaro Lima,2002
"2018-47 • ANTEBELLUM AILMENTS: MENTAL ILLNESS,",Leah Richier,2018
"2017-50 • CITIZENS AND SOLDIERS, BETWIXT AND BETWEEN:",Leann Whites,2017
2018-24 • LEGAL LEGACIES OF SLAVERY AND FREEDOM IN THE,Lee B. Wilson,2018
2012-THE MOVE,Lee Chambers,2012
"2005-1. Gender, Taverns, and Political Culture in the Early Republic (Franklin Room)",Lee L. Willis,2005
"1987-1. Creeks and Seminoles, Room 523",Lee W. Formwalt,1987
2011-32. Roundtable: David Ruggles and the Making of Black Radical,Leigh Fought,2011
"2015-6 • VIOLENCE, BELONGING, AND ASYLUM: NEW",Leigh Fought,2015
2017-PLENARY • SEXING IT UP: THE,Leigh Fought,2017
2019-40 • NEW DIRECTIONS IN ABOLITION STUDIES,Leigh Fought,2019
2010-32. Roundtable: David Ruggles and the Making of Black Radical,Leigh Fought,2010
1994-Panel 9: Lone Star Rising: The Politics of,Lelia M. Roeckell,1994
2000-20. CULTIVATING ENEMIES: ANGLOPHOBIA AND,Lelia M. Roeckell,2000
1998-1. Regional Consciousness and Sectional,Len Travers,1998
"1999-1. Memory, Commemoration,",Len Travers,1999
"1999-1. Memory, Commemoration,",Len Travers,1999
2001-1. AFTER THE REVOLUTION: LIVES AND MEMORIES OF REVOLUTIONARY,Len Travers,2001
2010-46. Mutual Accommodation Societies: American Jews and the Early,Leo Hershkowitz,2010
1990-19. The Ideology of Reform in the Early Republic,Leo Hirrel,1990
2000-16. CULTIVATING RELIGIOUS PLURALISM IN THE,Leo Hirrel,2000
2005-35. On Being Catholic in Antebellum America (Hancock Room),Leo Hirrel,2005
2012-MENWOMENAND AUTHORSHIP IN THE EARLY REPUBLIC,Leon Jackson,2012
1995-27. NEW ENGLAND LITERARY CULTURE,Leon Jackson,1995
2004-14. Rethinking Periodical Culture in the Early Republic,Leon Jackson,2004
2014-48  DEFINING AND DEFENDING FREEDOM IN A,Leonard Lanier,2014
1993-7. Between Slavery and Freedom: African-Americans in New York and New Jersey,Leonard P. Curry,1993
2016-22 • DREW CAYTON,Leonard Sadosky,2016
2010-34. Problems with Peace: The Reshaping of American Politics after the,Leonard Sadosky,2010
1999-1. Treaty-making on Post-revolutionary Frontiers Room 211,Leonard Sadosky,1999
2001-1. DIPLOMACY AND DISGUISE,Leonard Sadosky,2001
"2002-11. AMERICA, FRANCE, AND BRITAIN: TRANSATLANTIC PERSPECTIVES ON POLITICAL CULTURE İN THE AGE OF REVOLUTION",Leonard Sadosky,2002
"2004-22. The Limits of the ""Extended Republic"": War, Peace, and American Indians",Leonard Sadosky,2004
2007-2. The Law of Nations,Leonard Sadosky,2007
"2015-23 • THE CONTOURS OF SECOND SLAVERY: BRAZIL, CUBA,",Leonardo Marques,2015
1996-1. The Enlightenment and its Influence:,Leslee K. Gilbert,1996
"2017-18 • BRAVERY, COWARDICE, AND MANHOOD IN THE",Lesley J. Gordon,2017
2016-53 • LIEUX DE M,Leslie Choquette,2016
2006-20. Building Ideologies: Rereading the Material Cultural ? of the Early Republic,Leslie Doig,2006
2008-21. Where is Labor History of the Early Republic,Leslie M. Harris,2008
2015-32 • QUEERING THE ARCHIVE: NEW WORK FROM THE,Leslie M. Harris,2015
2001-1. BIOGRAPHY AND BALTIMORE,Leslie M. Harris,2001
"2003-35. ELUSIVE SELF-MASTERY AND MANHOOD: SEX, RACE, AND REFORM IN THE EARLY REPUBLIC",Leslie M. Harris,2003
2005-1. Slaves in the City: Urban Slavery in Comparative Perspective (Adams Room),Leslie M. Harris,2005
"1992-16. Crime, Punishment, and the Social Order in the",Leslie Partrick,1992
2008-26. The Origins of the Constitution: Beyond Beard,Leslie Patrick,2008
2014-48  DEFINING AND DEFENDING FREEDOM IN A,Leslie Patrick,2014
1997-1. Getting into the Almshouse in the,Leslie Patrick,1997
2003-10. INTERDISCIPLINARY APPROACHES TO CONSTITUTIONAL HISTORY,Lester C. Olson,2003
2004-19. The Matter of the Early Republic: Material Possessions,Lester C. Olson,2004
1995-27. NEW ENGLAND LITERARY CULTURE,Lewis Perry,1995
1996-1. Roundtable Discussion: Worlds Apart?,Lewis Perry,1996
1998-1. Religion and Nationalism,Lewis Perry,1998
2002-10. DISORDERLY SPACES IN ANTEBELLUM URBAN AMERICA,Lewis Perry,2002
"2006-24. North American Responses to Atlantic Revolutionary Movements, 1789-1848",Lewis Perry,2006
"2006-24. North American Responses to Atlantic Revolutionary Movements, 1789-1848",Lewis Perry,2006
2017-41 • BEYOND THE AMERICAN COLONIZATION SOCIETY: THE,Lewis Woodson,2017
"1991-3. Federalists, Republicans, and the",Lewright B. Sikes,1991
2003-12. GREAT BOOKS II: BRUCE MANN'S REPUBLIC OF DEBTORS,Lex Renda,2003
"2009-45. The Continuing Impact of the Enlightenment: American Politics,",Lily Santoro,2009
2021-52: Reflections On 19th-century Inter-american,Lina Del Castillo,2021
2022-22: Republican Laboratories In The Americas:,Lina Maria Del Castillo,2022
2016-20 • DIGITAL HUMANITIES ROUNDTABLE,Lincoln Mullen,2016
1991-6. Social Improvement in the Nineteenth,Linda Ann Moore,1991
2009-40. The Legal Framework of the West and Its Operation,Linda C. A. Przybyszewski,2009
2009-40. The Legal Framework of the West and Its Operation,Linda C. A. Przybyszewski,2009
2011-39. Circles of Influence: The Development and Extension of the,Linda C. Frank,2011
2010-39. Circles of Influence: The Development and Extension of the,Linda C. Frank,2010
"2009-10. Cultural Resistance to Indian Removal, 1830-1860",Linda Clemmons,2009
2021-31: The Dakota Nation Confronts American,Linda Clemmons,2021
"2008-4. Mythology, Money, and Manumission: Venture Smith",Linda D. Strausbaugh,2008
2019-14 • TRANSLATING THE FRENCH REVOLUTION AND,Linda Garbaye,2019
"2021-The Republic At 40: The Past, Present, And",Linda Kerber,2021
"2021-The Republic At 40: The Past, Present, And",Linda Kerber,2021
"2005-1. Women and Revolution: 1750-1800, 1980-2005",Linda Kerber,2005
2017-37 • FOREIGN AND DOMESTIC: ALCOHOL AND CONFLICT IN,Linda Louise Bryan,2017
2011-17. The History of History in the Early Republic,Lindsay Dicuirci,2011
2010-17. The History of History in the Early Republic,Lindsay Dicuirci,2010
2013-27 • INTIMATE VIOLENCE AGAINST WIVES IN THE EARLY,Lindsay Keiter,2013
2014-54  WOMEN AND PROPERTY IN EARLY AMERICA,Lindsay Keiter,2014
"2015-24 • KEEPING IT IN THE FAMILY: GENDER, CREDIT, AND",Lindsay Keiter,2015
"2016-5 • LAW, DIFFERENCE, AND INEQUALITY IN THE EARLY",Lindsay Keiter,2016
2017-36 • NEGOTIATING MARITAL BOUNDARIES IN THE EARLY,Lindsay Keiter,2017
2019-50 • ARDENT SPIRITS AND OPIUM DREAMS:,Lindsay Keiter,2019
2021-32: Family And Property In The Early Republic,Lindsay Keiter,2021
2017-42 • THE PRESIDENT,Lindsay M. Chervinsky,2017
2019-26 • ROUNDTABLE: NEW DIRECTIONS OF MILITARY,Lindsay M. Chervinsky,2019
2021-34: Roundtable: Animals And The Environment In,Lindsay Marshall,2021
"2008-31. Rethinking John Marshall: Slaveholder, Politician, and Speculator",Lindsay Robertson,2008
2014-40  THE SOUTH AMERICAN QUESTION IN THE EARLY,Lindsay Schakenbach Regele,2014
2019-20 • RETHINKING STATE POWER THROUGH INDIVIDUALS,Lindsay Schakenbach Regele,2019
"2021-41: Roundtable: Capitalism, Class, Race, And Gender",Lindsay Schakenbach Regele,2021
2022-14: Race And Empire In North America And Beyond,Lindsay Schakenbach Regele,2022
2015-14 • EARLY AMERICA AND THE OCEANIC WORLD,Lindsay Van Tine,2015
2004-19. The Matter of the Early Republic: Material Possessions,Linzy Brekke,2004
"2019-25 • MERCHANTS, COMMERCE, AND CONFLICTED",Lisa A. Francavilla,2019
"2007-31. Thomas Jefferson: Family, History, Memory",Lisa A. Francavilla,2007
"1991-15. Artisan Culture, Social Tensions, and",Lisa B. Lubow,1991
2007-18. Indian Sovereignty and American Nation Building: The Fight to Define,Lisa Brooks,2007
2011-1786 Clark-Logan Expeditions,Lisa Ford,2011
2010-50. Re-examining Violence and Negotiation in the Trans-Appalachian,Lisa Ford,2010
2011-20. The Marital Grounds: The Struggle Over Marriage in Culture and,Lisa Forman Cody,2011
2010-20. The Marital Grounds: The Struggle Over Marriage in Culture and,Lisa Forman Cody,2010
1996-1. Religion and Frontier Society,Lisa J. Pruitt,1996
2007-2. The Law of Nations,Lisa M. Ford,2007
2016-40 • A MOST NECESSARY BOW,Lisa Minardi,2016
"1987-1. Domestic Ideology in the Early Republic,",Lisa Norling,1987
1992-13. Gendered Connections: Kinship and Community,Lisa Norling,1992
2001-1. TROUBLED WATERS: CAREER SAILORS AND,Lisa Norling,2001
2002-24. THE PUBLIC PERFORMANCE OF SELF,Lisa Norling,2002
"2006-25. Roundtable: Reconsidering Mastery, Mobility, and Community in Maritime America Panelists: W. Jeffrey Bolster, University of New Hampshire",Lisa Norling,2006
2021-55: Poor Children In Early Republic Cities,Lisa Rose Lamson,2021
2017-33 • THE POWER OF PLACE: WOMEN,Lisa Tetrault,2017
2012-THE MOVE,Lisa Wilson,2012
2016-18 • DEFINING THE FAMILY IN THE EARLY AMERICAN,Lisa Wilson,2016
2005-1. Mental Health in the Early Republic (Adams Room),Lisa Wilson,2005
2015-32 • QUEERING THE ARCHIVE: NEW WORK FROM THE,Lisa Ze Winters,2015
2013-3 • AUTHORITY AND SOCIAL CAPITAL AMONG EARLY,Lisa Zevorich,2013
1999-1. Expanding the Boundaries,Lisbeth Haas,1999
2001-1. BEYOND THE BORDERS: UPPER CANADA AND MEXICAN CALIFORNIA IN THE ERA,Lisbeth Haas,2001
"2002-7. COMMERCE, VIOLENCE, AND",Lisbeth Haas,2002
2015-45 • PECHA-KUCHA,Liz Covart,2015
2016-8 • ROUNDTABLE,Liz Covart,2016
2022-15: The Material Conditions Of Historians’ Labor: A,Liz Covart,2022
2011-12. Roundtable: The Digital Early Republic,Lloyd Benson,2011
2010-12. Roundtable: The Digital Early Republic,Lloyd Benson,2010
2011-15. Trading in Contested Terrain: Land Speculation in an Era of,Lo Faber,2011
2010-15. Trading in Contested Terrain: Land Speculation in an Era of,Lo Faber,2010
2007-10. The Antislavery Movement and Print Culture in the Early United States,Lois Brown,2007
1999-1. Racial Consciousness and Nation,Lois Horton,1999
2018-5 • REMAPPING THE BOUNDARIES OF INDIGENEITY,Loren Michael Mortimer,2018
1990-13. Fugitive Slaves in Canada,Loren Schweninger,1990
2008-PLENARY: Untangling the Myths of the American Revolution,Loretta Valtz Mannucci,2008
2005-1. Overseas Views of the Republic,Loretta Valtz Mannucci,2005
1999-1. Manufacturing Value: The Estimation,Lori Beth Finkelstein,1999
"1998-1. Nations, Nationalism, and War: The Forging",Lori Bogle,1998
"2014-38  EMPLOYING FRIENDS, STRUCTURING FAMILIES, AND",Lori Daggar,2014
2018-10 • BUILDING STATES AND MAKING EMPIRES IN INDIAN,Lori Daggar,2018
2022-25: Avenues Of Resistance And Persistence In The,Lori Daggar,2022
2012-LUST AND LOVE IN ANTEBELLUM REFORM,Lori Ginzberg,2012
2014-23  ROUNDTABLE: THE POLITICS OF AND IN WOMEN,Lori Ginzberg,2014
2017-45 • TEACHING THE EARLY REPUBLIC IN THE AGE OF TRUMP,Lori Ginzberg,2017
1992-10. Romantic Reform and Self-Transformation,Lori Ginzberg,1992
2007-1. Biography and the Burden of the Exemplary Subject Moderator:,Lori Ginzberg,2007
1984-3. Native American History: Communication and Interaction Van Camp East Chair:,Lorna E. Vanmeter,1984
"2009-3. Women Challenging Societal Conventions: Issues of Property,",Lorri Glover,2009
2014-12  MEANINGS OF MASCULINITY IN THE EARLY REPUBLIC,Lorri Glover,2014
2017-12 • MANAGING SOUTHERN HEARTS: EMOTIONAL LABOR IN,Lorri Glover,2017
2018-PLENARY,Lorri Glover,2018
"2010-14. Roundtable: What’s New, What’s Next in Masculinity Studies in",Lorri Glover,2010
"2000-24. NEW YORK, NEW YORK",Lorri Glover,2000
2001-1. MASCULINE IDENTITY IN THE EARLY REPUBLIC,Lorri Glover,2001
1981-1. Social Welfare and Social Values in Massachusetts in the,Louis J. Piccarello,1981
1986-1. Crime and Punishment Chair:,Louis Masur,1986
2001-1. NARRATIVE STRATEGIES: A DISCUSSION OF 1831: YEAR OF ECLIPSE,Louis Masur,2001
1994-Panel 14: Exploring New York City's Public,Louis P. Tremante,1994
1988-1. Community and Society on the Early Republican,Louis Potts,1988
1990-23. Digging Into the Industrial Past of Canada and the,Louis Potts,1990
1994-Panel 18: Shaping History and Manipulating,Louis Tucker,1994
2012-AMERICAN REPUBLICS,Louise Pubols,2012
"1997-1. Women, Reform, and Revolution",Louise Stevenson,1997
2001-1. LIVING THE CULTURE OF LETTERS:,Louise Stevenson,2001
"2016-13 • PETITIONS, RELIGION AND PUBLIC LIFE IN THE EARLY",Louise W. Knight,2016
2017-17 • FEMALE CITIZENSHIP AND THE LIFE OF THE MIND IN,Louise W. Knight,2017
2009-12. Parlor and Bedroom Politics: Heterosociability in the Early Republic,Lucia Mcmahon,2009
2012-REVISITING FEMALE BIOGRAPHY: A NEW ROUNDTABLE,Lucia Mcmahon,2012
2013-42 • CELEBRITY CULTURE AND PRINT IN THE EARLY,Lucia Mcmahon,2013
"2014-50  RUMOR, GENDER, AND INTERRACIAL RELATIONSHIPS",Lucia Mcmahon,2014
2017-17 • FEMALE CITIZENSHIP AND THE LIFE OF THE MIND IN,Lucia Mcmahon,2017
2010-30. Religious Revivals and the Problem of Marriage,Lucia Mcmahon,2010
2021-15: Creating Protestant Saints: Female Icons In,Lucia Mcmahon,2021
1996-1. Courting Trouble: Complicating Historical,Lucia Mcmahon,1996
"1997-1. Gender, Politics, and Knowledge",Lucia Mcmahon,1997
2000-21,Lucia Mcmahon,2000
"2005-1. An Educational Era: Gender, Intellect, and the Shaping of Society in the Early Republic",Lucia Mcmahon,2005
"2007-16. Lineage as Representation, Lineage as Capital: Genealogy as Politics in",Lucia Mcmahon,2007
2011-28. Roundtable: Reading the Visual in the Early Republic,Lucia Z. Knowles,2011
2010-28. Roundtable: Reading the Visual in the Early Republic,Lucia Z. Knowles,2010
2018-43 • BLACK BONDAGE AND ANTI-SLAVERY POLITICS IN,Lucien Holness,2018
"2021-42: Northern Free Labor Ideology, And The Making",Lucien Holness,2021
2012-THE OLD NORTHWEST,Lucy Eldersveld Murphy,2012
2018-4 • COMPLICATED HISTORIES OF PEOPLE FREE,Lucy Eldersveld Murphy,2018
"1987-1. Artisans, Laborers, and Cottagers in the Early",Lucy Simler,1987
1990-9. Northern Agriculture and the Transformation to,Lucy Simler,1990
2017-17 • FEMALE CITIZENSHIP AND THE LIFE OF THE MIND IN,Lucy Stone,2017
"2015-23 • THE CONTOURS OF SECOND SLAVERY: BRAZIL, CUBA,",Luiz Alberto Couceiro,2015
"2013-12 • ANTI-CATHOLIC AMERICA: CITIZENSHIP, NATIVISM, AND",Luke Ritter,2013
2021-2: New Perspectives On Catholics And Anticatholicism In American Public Life,Luke Ritter,2021
2021-25: Roundtable: Washington’s Many Afterlives In,Lydia Mattice Brandt,2021
"2018-48 • RESISTANCE, BORDERS, AND THE POLITICS OF",Lyman Trumball,2018
2008-3. Audiences in the Early American Republic,Lynda K. Yankaskas,2008
2013-20 • SCANDAL! CHALLENGING FAMILY AND COMMUNITY,Lynn Kennedy,2013
"2014-50  RUMOR, GENDER, AND INTERRACIAL RELATIONSHIPS",Lynn Kennedy,2014
2019-10 • BODY POLITICS: BEAUTY AND FASHION IN EARLY,Lynne Zacek Bassett,2019
2013-44 • PECHA-KUCHA,Lyra Monteiro,2013
"2015-49 • FRAUGHT WITH FEAR, FIGHTING, AND FORGETTING:",Lyra Monteiro,2015
"2011-24. Government, Law, and Economy: A Roundtable in Remembrance",M. Ruth Reilly Kelly,2011
"2010-24. Government, Law, and Economy: A Roundtable in Remembrance",M. Ruth Reilly Kelly,2010
2004-33. Importing Culture in the New Republic (Salomon 001),M. Susan Anthony,2004
"2011-48. Making Things, Remaking a Nation",Maartje Janse,2011
2013-36 • AMERICAN REFORM RADICALIZED: THE IMPACT OF,Maartje Janse,2013
2016-6 • ORGANIZING DEMOCRACY,Maartje Janse,2016
"2010-48. Making Things, Remaking a Nation",Maartje Janse,2010
2010-3. Challenges of Western Settlement,Mackenzie Moore,2010
2022-39: The Union Reformers: Rediscovering,Madeline Lafuse,2022
2016-46 • REGULATING MARITIME MIGRANTS IN THE EARLY,Maeve Glass,2016
2018-8 • CONSTITUTIONAL INVENTIONS,Maeve Glass,2018
2019-52 • NEW HISTORIES OF MIGRATION AND MOBILITY,Maeve Glass,2019
2017-43 • GENDER POLITICS OF THE FAMILY BUSINESS,Maeve Kane,2017
"2021-The Republic At 40: The Past, Present, And",Maeve Kane,2021
2021-32: Family And Property In The Early Republic,Maeve Kane,2021
2021-32: Family And Property In The Early Republic,Maeve Kane,2021
"2022-17: Roundtable: Historical Sources, Digital",Maeve Kane,2022
2018-31 • REGENERATING VIOLENCE: ANGLO-INDIAN TRAUMA,Mairin Odle,2018
1990-12. Jacksonian Politics and Ideology,Major Wilson,1990
"1994-Panel 1: Rethinking Framing Concepts Devlin Hall, Room 117",Major Wilson,1994
1997-1. The Meaning of America:,Major Wilson,1997
1999-1. Rethinking the Second Party System Room 212,Major Wilson,1999
2009-14. Conceptualizing the Backcountry in the Early Republic,Malcolm J. Rohrbough,2009
1988-1. Cautious Reformers in a Volatile Age,Malcolm Sylvers,1988
